title,episodes,country,premiere_year,final_year,seasons,Original Channel,technique,final_year_filled,run_years,era,title_clean,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,year_diff,rating_norm,seasons_norm,votes_norm,success_score,is_successful,toy_products,avg_stars,total_reviews,bought_last_month,match_reliable,has_merch,imdb_norm,merch_norm,reviews_norm,franchise_score,is_franchise,netflix_popularity,netflix_vote_avg,netflix_vote_count,netflix_duration,on_netflix
"Ed, Edd n Eddy",70,Coproduction,1999.0,2009.0,6.0,Cartoon Network,Traditional,2009.0,10.0,Modern (97-09),"ed, edd n eddy",tt0184111,tvSeries,"Ed, Edd n Eddy","Ed, Edd n Eddy",0.0,1999.0,2008.0,30.0,"Animation,Comedy,Family",7.4,43852.0,0.0,0.7594936708860759,0.15625,0.0631872645465891,0.3742817844910777,1,0.0,,,0.0,,0,0.7594936708860759,0.0,0.0,0.1518987341772152,0,0.0,,,,0
Babar,78,Canada,1989.0,1991.0,6.0,"CBC, HBO",Traditional,1991.0,2.0,Golden Age (85-96),babar,tt0156200,tvSeries,Babar,Babar,0.0,1989.0,2002.0,30.0,"Adventure,Animation,Comedy",6.5,5938.0,0.0,0.6455696202531644,0.15625,0.0085462202071269,0.3150519031530475,0,0.0,,,0.0,,0,0.6455696202531644,0.0,0.0,0.1291139240506329,0,0.0,,,,0
"Dr. Katz, Professional Therapist",81,United States,1995.0,2002.0,6.0,Comedy Central,Traditional,2002.0,7.0,Golden Age (85-96),"dr. katz, professional therapist",tt0111942,tvSeries,"Dr. Katz, Professional Therapist","Dr. Katz, Professional Therapist",0.0,1995.0,2002.0,30.0,"Animation,Comedy",7.7,6507.0,0.0,0.7974683544303797,0.15625,0.0093662538155342,0.3760164052260354,1,0.0,,,0.0,,0,0.7974683544303797,0.0,0.0,0.1594936708860759,1,0.0,,,,0
Martha Speaks,96,Coproduction,2008.0,2014.0,6.0,PBS Kids,Flash,2014.0,6.0,Modern (97-09),martha speaks,tt1043776,tvSeries,Martha Speaks,Martha Speaks,0.0,2008.0,2016.0,28.0,"Animation,Comedy,Family",6.7,1683.0,0.0,0.670886075949367,0.15625,0.0024139829421479,0.3236454261152838,1,0.0,,,0.0,,0,0.670886075949367,0.0,0.0,0.1341772151898734,0,0.0,,,,0
Codename: Kids Next Door,81,United States,2002.0,2008.0,6.0,Cartoon Network,Traditional,2008.0,6.0,Modern (97-09),codename: kids next door,tt0312109,tvSeries,Codename: Kids Next Door,Codename: Kids Next Door,0.0,2002.0,2008.0,23.0,"Action,Adventure,Animation",7.2,24753.0,0.0,0.7341772151898733,0.15625,0.0356620942707177,0.3572739096436287,1,0.0,,,0.0,,0,0.7341772151898733,0.0,0.0,0.1468354430379746,0,0.0,,,,0
Kipper,78,United Kingdom,1997.0,2000.0,6.0,"Nick Jr., PBS Kids, YTV, CITV",Traditional,2000.0,3.0,Modern (97-09),kipper,tt0260628,tvSeries,Kipper,Kipper,0.0,1997.0,2004.0,47.0,"Animation,Comedy,Family",7.1,1361.0,0.0,0.721518987341772,0.15625,0.0019499217437171,0.343782575372638,1,0.0,,,0.0,,0,0.721518987341772,0.0,0.0,0.1443037974683544,0,0.0,,,,0
Pakdam Pakdai,535,India,2013.0,,6.0,Nickelodeon,Flash,2023.0,10.0,Streaming Era (2010+),pakdam pakdai,tt11836288,tvSeries,Pakdam Pakdai,Pakdam Pakdai,0.0,2013.0,,11.0,"Animation,Comedy,Family",6.3,173.0,0.0,0.6202531645569619,0.15625,0.0002377953345996,0.3028482146564347,0,0.0,,,0.0,,0,0.6202531645569619,0.0,0.0,0.1240506329113923,0,0.0,,,,0
Totally Spies!,156,Coproduction,2001.0,2014.0,6.0,"TF1, Teletoon",Traditional,2014.0,13.0,Modern (97-09),totally spies!,tt0283226,tvSeries,Totally Spies!,Totally Spies!,0.0,2001.0,2025.0,22.0,"Action,Adventure,Animation",7.1,14859.0,0.0,0.721518987341772,0.15625,0.0214030212978148,0.3486458502611625,1,0.0,,,0.0,,0,0.721518987341772,0.0,0.0,0.1443037974683544,0,0.0,,,,0
The Powerpuff Girls,78,United States,1998.0,2005.0,6.0,Cartoon Network,Traditional,2005.0,7.0,Modern (97-09),the powerpuff girls,tt0175058,tvSeries,The Powerpuff Girls,The Powerpuff Girls,0.0,1998.0,2004.0,30.0,"Action,Adventure,Animation",7.3,52881.0,0.0,0.7468354430379746,0.15625,0.0761997134926514,0.3724716055883527,1,1.0,4.8,0.0,0.0,True,1,0.7468354430379746,0.0,0.0,0.1493670886075949,0,196.197,5.2,73.0,1 Seasons,1
Niloya,156,Turkey,2014.0,2020.0,6.0,TRT Çocuk,CGI,2020.0,6.0,Streaming Era (2010+),niloya,tt3673316,tvSeries,Niloya,Niloya,0.0,2014.0,2024.0,,Animation,6.9,137.0,0.0,0.6962025316455696,0.15625,0.0001859127161415,0.3332149908372632,1,0.0,,,0.0,,0,0.6962025316455696,0.0,0.0,0.1392405063291139,0,0.0,,,,0
Go! Go! Cory Carson,63,Coproduction,2020.0,,6.0,Netflix,CGI,2023.0,3.0,Streaming Era (2010+),go! go! cory carson,tt8115702,tvSeries,Go! Go! Cory Carson,Go! Go! Cory Carson,0.0,2020.0,,11.0,"Adventure,Animation,Comedy",7.7,440.0,0.0,0.7974683544303797,0.15625,0.0006225914214972,0.3738304896275262,1,0.0,,,0.0,,0,0.7974683544303797,0.0,0.0,0.1594936708860759,1,53.344,7.7,7.0,1 Seasons,1
PJ Masks,103,France,2015.0,,6.0,"France 5 (France), Disney Junior (Worldwide)",CGI,2023.0,8.0,Streaming Era (2010+),pj masks,tt4148744,tvSeries,PJ Masks,PJ Masks,0.0,2015.0,2025.0,24.0,"Action,Adventure,Animation",5.3,2023.0,0.0,0.4936708860759493,0.15625,0.0029039854498078,0.2528818507928317,0,79.0,4.49,18639.0,10700.0,False,1,0.4936708860759493,0.2203913491246137,0.1613040016615896,0.2602754196491249,1,109.819,4.8,43.0,1 Seasons,1
Captain Planet and the Planeteers,113,United States,1990.0,1996.0,6.0,TBS,Traditional,1996.0,6.0,Golden Age (85-96),captain planet and the planeteers,tt0098763,tvSeries,Captain Planet and the Planeteers,Captain Planet and the Planeteers,0.0,1990.0,1996.0,23.0,"Action,Adventure,Animation",6.7,13537.0,0.0,0.670886075949367,0.15625,0.0194977762533255,0.3279163744430782,1,0.0,,,0.0,,0,0.670886075949367,0.0,0.0,0.1341772151898734,0,0.0,,,,0
Hoze Houndz,78,Canada,1999.0,1999.0,6.0,Family Channel,Traditional,1999.0,0.0,Modern (97-09),hoze houndz,tt0290964,tvSeries,Hoze Houndz,Hoze Houndz,0.0,1999.0,,,"Animation,Family",7.5,39.0,0.0,0.7721518987341771,0.15625,4.46766992278137e-05,0.3635594286684778,1,0.0,,,0.0,,0,0.7721518987341771,0.0,0.0,0.1544303797468354,0,0.0,,,,0
Katie and Orbie,78,Canada,1994.0,1996.0,6.0,Family Channel,"Traditional (1994–2001), Flash (2002–2003)",1996.0,2.0,Golden Age (85-96),katie and orbie,tt0331755,tvSeries,Katie and Orbie,Katie and Orbie,0.0,1994.0,2003.0,30.0,"Animation,Family,Sci-Fi",7.4,142.0,0.0,0.7594936708860759,0.15625,0.0001931186353718,0.3585332480132733,1,0.0,,,0.0,,0,0.7594936708860759,0.0,0.0,0.1518987341772152,0,0.0,,,,0
Blue's Clues,146,Coproduction,1996.0,2006.0,6.0,Nickelodeon,"Traditional, Live-Action",2006.0,10.0,Golden Age (85-96),blue's clues,tt0163929,tvSeries,Blue's Clues,Blue's Clues,0.0,1996.0,2007.0,25.0,"Adventure,Animation,Comedy",6.9,7529.0,0.0,0.6962025316455696,0.15625,0.010839143706206,0.3358782985847793,1,33.0,4.49,11988.0,7500.0,True,1,0.6962025316455696,0.1544799176107106,0.1037454998615342,0.2501408359803883,1,0.0,,,,0
Celebrity Deathmatch,93,Coproduction,1998.0,2002.0,6.0,"MTV, MTV2",Stop Motion,2002.0,4.0,Modern (97-09),celebrity deathmatch,tt0208614,tvSeries,Celebrity Deathmatch,Celebrity Deathmatch,0.0,1998.0,2007.0,25.0,"Action,Animation,Comedy",6.9,12546.0,0.0,0.6962025316455696,0.15625,0.0180695630618815,0.3376859034236982,1,0.0,,,0.0,,0,0.6962025316455696,0.0,0.0,0.1392405063291139,0,0.0,,,,0
Recess,65,United States,1997.0,2001.0,6.0,ABC,Traditional,2001.0,4.0,Modern (97-09),recess,tt0126170,tvSeries,Recess,Recess,0.0,1997.0,2001.0,23.0,"Adventure,Animation,Comedy",7.8,30518.0,0.0,0.8101265822784809,0.15625,0.043970519143245,0.3897307626972036,1,0.0,,,0.0,,0,0.8101265822784809,0.0,0.0,0.1620253164556961,1,0.0,,,,0
Rolie Polie Olie,65,France,1998.0,2004.0,6.0,France 2,CGI,2004.0,6.0,Modern (97-09),rolie polie olie,tt0172049,tvSeries,Rolie Polie Olie,Rolie Polie Olie,0.0,1998.0,2007.0,24.0,"Animation,Comedy,Family",6.3,3772.0,0.0,0.6202531645569619,0.15625,0.0054246159965642,0.3041449198219259,0,0.0,,,0.0,,0,0.6202531645569619,0.0,0.0,0.1240506329113923,0,0.0,,,,0
Foster's Home for Imaginary Friends,79,United States,2004.0,2009.0,6.0,Cartoon Network,Flash,2009.0,5.0,Modern (97-09),foster's home for imaginary friends,tt0419326,tvSeries,Foster's Home for Imaginary Friends,Foster's Home for Imaginary Friends,0.0,2004.0,2009.0,30.0,"Adventure,Animation,Comedy",7.5,26853.0,0.0,0.7721518987341771,0.15625,0.0386885803474406,0.373220404580531,1,0.0,,,0.0,,0,0.7721518987341771,0.0,0.0,0.1544303797468354,0,0.0,,,,0
Sunny Bunnies,89,Belarus,2015.0,,6.0,YouTube,CGI,2023.0,8.0,Streaming Era (2010+),sunny bunnies,tt7264084,tvSeries,Sunny Bunnies,Sunny Bunnies,0.0,2015.0,,4.0,"Adventure,Animation,Comedy",6.0,180.0,0.0,0.5822784810126581,0.15625,0.000247883621522,0.2876608633104437,0,2.0,4.15,0.0,0.0,True,1,0.5822784810126581,0.0,0.0,0.1164556962025316,0,0.0,,,,0
Teen Titans Go!,294,United States,2013.0,,6.0,Cartoon Network,Flash,2023.0,10.0,Streaming Era (2010+),teen titans go!,tt2771780,tvSeries,Teen Titans Go!,Teen Titans Go!,0.0,2013.0,,10.0,"Action,Adventure,Animation",5.8,29550.0,0.0,0.5569620253164557,0.15625,0.0425754531802603,0.2881161734216473,0,2.0,2.05,0.0,0.0,True,1,0.5569620253164557,0.0,0.0,0.1113924050632911,0,952.042,6.6,640.0,1 Seasons,1
The Adventures of Puss in Boots,77,United States,2015.0,2018.0,6.0,"Netflix, Discovery Kids (Latin American)",CGI,2018.0,3.0,Streaming Era (2010+),the adventures of puss in boots,tt3807034,tvSeries,The Adventures of Puss in Boots,The Adventures of Puss in Boots,0.0,2015.0,2018.0,23.0,"Action,Adventure,Animation",6.6,2979.0,0.0,0.6582278481012657,0.15625,0.0042817572066398,0.3190490785421662,0,0.0,,,0.0,,0,0.6582278481012657,0.0,0.0,0.1316455696202531,0,65.528,7.0,70.0,1 Seasons,1
Uncle Grandpa,153,United States,2013.0,2017.0,5.0,Cartoon Network,Traditional,2017.0,4.0,Streaming Era (2010+),uncle grandpa,tt3042608,tvSeries,Uncle Grandpa,Uncle Grandpa,0.0,2010.0,2017.0,15.0,"Animation,Comedy,Family",4.7,8673.0,3.0,0.4177215189873418,0.125,0.0124878580260969,0.2139605721014609,0,0.0,,,0.0,,0,0.4177215189873418,0.0,0.0,0.0835443037974683,0,104.798,4.4,94.0,1 Seasons,1
She-Ra and the Princesses of Power,52,United States,2018.0,2020.0,5.0,Netflix,Traditional,2020.0,2.0,Streaming Era (2010+),she-ra and the princesses of power,tt7745956,tvSeries,She-Ra and the Princesses of Power,She-Ra and the Princesses of Power,0.0,2018.0,2020.0,30.0,"Action,Adventure,Animation",8.1,22229.0,0.0,0.8481012658227846,0.125,0.032024546243266,0.3909966428899303,1,0.0,,,0.0,,0,0.8481012658227846,0.0,0.0,0.1696202531645569,1,85.217,8.476,746.0,1 Seasons,1
Rupert,65,Coproduction,1991.0,1997.0,5.0,YTV,Traditional,1997.0,6.0,Golden Age (85-96),rupert,tt0155445,tvSeries,Rupert,Rupert,0.0,1991.0,2020.0,30.0,"Adventure,Animation,Family",7.0,1988.0,0.0,0.7088607594936708,0.125,0.0028535440151958,0.3280076898012672,1,0.0,,,0.0,,0,0.7088607594936708,0.0,0.0,0.1417721518987341,0,0.0,,,,0
Samurai Jack,62,United States,2001.0,2004.0,5.0,"Cartoon Network, Adult Swim",Traditional,2004.0,3.0,Modern (97-09),samurai jack,tt0278238,tvSeries,Samurai Jack,Samurai Jack,0.0,2001.0,2017.0,23.0,"Action,Adventure,Animation",8.5,66671.0,0.0,0.8987341772151897,0.125,0.0960736387297982,0.4272620805685254,1,1.0,4.6,0.0,100.0,True,1,0.8987341772151897,0.0020597322348094,0.0,0.1808796881721831,1,0.0,,,,0
Tree Fu Tom,26,United Kingdom,2012.0,2016.0,5.0,"CBeebies, Discovery Kids",CGI,2016.0,4.0,Streaming Era (2010+),tree fu tom,tt2299207,tvSeries,Tree Fu Tom,Tree Fu Tom,0.0,2012.0,2016.0,26.0,"Action,Adventure,Animation",5.4,300.0,0.0,0.5063291139240507,0.125,0.000420825683049,0.2463868519903825,0,0.0,,,0.0,,0,0.5063291139240507,0.0,0.0,0.1012658227848101,0,54.605,5.5,6.0,1 Seasons,1
Happy Tree Friends,194,Coproduction,1999.0,,5.0,"YouTube, Mondo Media",Flash,2023.0,24.0,Modern (97-09),happy tree friends,tt3437626,tvSeries,Happy Tree Friends,Happy Tree Friends,0.0,1999.0,,,"Animation,Comedy,Horror",7.3,2544.0,0.0,0.7468354430379746,0.125,0.0036548422336043,0.343397887773591,1,0.0,,,0.0,,0,0.7468354430379746,0.0,0.0,0.1493670886075949,0,0.0,,,,0
The Hoobs,250,United Kingdom,2001.0,2002.0,5.0,Channel 4,Stop Motion,2002.0,1.0,Modern (97-09),the hoobs,tt0462108,tvSeries,The Hoobs,The Hoobs,0.0,2001.0,2003.0,24.0,"Family,Fantasy,Sci-Fi",6.0,206.0,0.0,0.5822784810126581,0.125,0.0002853544015195,0.2767327310054431,0,0.0,,,0.0,,0,0.5822784810126581,0.0,0.0,0.1164556962025316,0,0.0,,,,0
Hey Arnold!,100,United States,1996.0,2004.0,5.0,Nickelodeon,Traditional,2004.0,8.0,Golden Age (85-96),hey arnold!,tt0115200,tvSeries,Hey Arnold!,Hey Arnold!,0.0,1996.0,2004.0,15.0,"Animation,Comedy,Family",7.6,39334.0,0.0,0.7848101265822783,0.125,0.0566759959300968,0.3718430496154356,1,0.0,,,0.0,,0,0.7848101265822783,0.0,0.0,0.1569620253164556,0,0.0,,,,0
I Am Weasel,79,United States,1997.0,2000.0,5.0,Cartoon Network,Traditional,2000.0,3.0,Modern (97-09),i am weasel,tt0218769,tvSeries,I Am Weasel,I Am Weasel,0.0,1997.0,1999.0,30.0,"Adventure,Animation,Comedy",6.5,6544.0,0.0,0.6455696202531644,0.125,0.0094195776178383,0.3043327425057254,0,0.0,,,0.0,,0,0.6455696202531644,0.0,0.0,0.1291139240506329,0,0.0,,,,0
Hurricanes,65,Coproduction,1993.0,1997.0,5.0,Syndication,Traditional,1997.0,4.0,Golden Age (85-96),hurricanes,tt0115209,tvSeries,Hurricanes,Hurricanes,0.0,1993.0,1997.0,30.0,"Action,Adventure,Animation",6.9,219.0,0.0,0.6962025316455696,0.125,0.0003040897915183,0.3223070351061074,1,0.0,,,0.0,,0,0.6962025316455696,0.0,0.0,0.1392405063291139,0,0.0,,,,0
Junior Express,120,Argentina,2013.0,2019.0,5.0,Disney Junior (Argentina),"Live action, CGI, Flash",2019.0,6.0,Streaming Era (2010+),junior express,tt5350088,tvSeries,Junior Express,Junior Express,0.0,2013.0,2015.0,25.0,"Comedy,Family",8.4,94.0,0.0,0.8860759493670886,0.125,0.000123941810761,0.3982113651995257,1,0.0,,,0.0,,0,0.8860759493670886,0.0,0.0,0.1772151898734177,1,0.0,,,,0
Rick and Morty,51,United States,2013.0,,5.0,Adult Swim,Flash,2023.0,10.0,Streaming Era (2010+),rick and morty,tt2861424,tvSeries,Rick and Morty,Rick and Morty,0.0,2013.0,,23.0,"Adventure,Animation,Comedy",9.0,693882.0,0.0,0.962025316455696,0.125,1.0,0.6785601265822785,1,4.0,4.55,0.0,100.0,True,1,0.962025316455696,0.0020597322348094,0.0,0.1935379160202844,1,0.0,,,,0
Jackie Chan Adventures,95,Coproduction,2000.0,2005.0,5.0,Kids' WB,Traditional,2005.0,5.0,Modern (97-09),jackie chan adventures,tt0259141,tvSeries,Jackie Chan Adventures,Jackie Chan Adventures,0.0,2000.0,2005.0,30.0,"Action,Adventure,Animation",7.4,23446.0,0.0,0.7594936708860759,0.125,0.0337784669839192,0.3559920851004102,1,0.0,,,0.0,,0,0.7594936708860759,0.0,0.0,0.1518987341772152,0,0.0,,,,0
The Sylvester & Tweety Mysteries,52,United States,1995.0,2000.0,5.0,Kids' WB,Traditional,2000.0,5.0,Golden Age (85-96),the sylvester & tweety mysteries,tt0112186,tvSeries,The Sylvester & Tweety Mysteries,The Sylvester & Tweety Mysteries,0.0,1995.0,2002.0,30.0,"Adventure,Animation,Comedy",7.0,5800.0,0.0,0.7088607594936708,0.125,0.0083473368363708,0.329381138006561,1,0.0,,,0.0,,0,0.7088607594936708,0.0,0.0,0.1417721518987341,0,0.0,,,,0
Animaniacs,99,United States,1993.0,1998.0,5.0,"Fox Kids, Kids' WB",Traditional,1998.0,5.0,Golden Age (85-96),animaniacs,tt0105941,tvSeries,Animaniacs,Animaniacs,0.0,1993.0,1998.0,21.0,"Adventure,Animation,Comedy",7.8,27679.0,0.0,0.8101265822784809,0.125,0.0398789982042849,0.3777703824624636,1,0.0,,,0.0,,0,0.8101265822784809,0.0,0.0,0.1620253164556961,1,198.859,8.5,566.0,1 Seasons,1
The Wild Thornberrys,91,United States,1998.0,2004.0,5.0,Nickelodeon,Traditional,2004.0,6.0,Modern (97-09),the wild thornberrys,tt0167743,tvSeries,The Wild Thornberrys,The Wild Thornberrys,0.0,1998.0,2004.0,30.0,"Adventure,Animation,Comedy",6.6,17318.0,0.0,0.6582278481012657,0.125,0.0249468923752727,0.3132778623343245,0,0.0,,,0.0,,0,0.6582278481012657,0.0,0.0,0.1316455696202531,0,0.0,,,,0
Mr. Bean: The Animated Series,130,United Kingdom,2002.0,2019.0,5.0,"ITV, CITV","Traditional (first 3 seasons, later seasons use Flash)",2019.0,17.0,Modern (97-09),mr. bean: the animated series,tt0280277,tvSeries,Mr. Bean: The Animated Series,Mr. Bean: The Animated Series,0.0,2002.0,2026.0,11.0,"Animation,Comedy,Family",6.9,17103.0,0.0,0.6962025316455696,0.125,0.0246370378483701,0.3283902721203204,1,0.0,,,0.0,,0,0.6962025316455696,0.0,0.0,0.1392405063291139,0,0.0,,,,0
The Garfield Show,109,Coproduction,2009.0,2016.0,5.0,"France 3, Cartoon Network, Boomerang",CGI,2016.0,7.0,Modern (97-09),the garfield show,tt1470837,tvSeries,The Garfield Show,The Garfield Show,0.0,2008.0,2016.0,25.0,"Adventure,Animation,Comedy",5.8,4294.0,1.0,0.5569620253164557,0.125,0.0061769139642067,0.2680790386176339,0,0.0,,,0.0,,0,0.5569620253164557,0.0,0.0,0.1113924050632911,0,0.0,,,,0
All Grown Up!,55,United States,2003.0,2008.0,5.0,Nickelodeon,Traditional,2008.0,5.0,Modern (97-09),all grown up!,tt0387714,tvSeries,All Grown Up!,All Grown Up!,0.0,2003.0,2008.0,30.0,"Action,Adventure,Animation",5.5,6155.0,0.0,0.5189873417721519,0.125,0.0088589571017216,0.2535596759842912,0,0.0,,,0.0,,0,0.5189873417721519,0.0,0.0,0.1037974683544303,0,0.0,,,,0
F Is for Family,44,United States,2015.0,2021.0,5.0,Netflix,Flash,2021.0,6.0,Streaming Era (2010+),f is for family,tt4326894,tvSeries,F Is for Family,F Is for Family,0.0,2015.0,2021.0,30.0,"Animation,Comedy,Drama",8.0,44387.0,0.0,0.8354430379746834,0.125,0.0639582979042304,0.393916789665931,1,0.0,,,0.0,,0,0.8354430379746834,0.0,0.0,0.1670886075949367,1,0.0,,,,0
Theodore Tugboat,130,Canada,1993.0,2001.0,5.0,CBC Television,Traditional,2001.0,8.0,Golden Age (85-96),theodore tugboat,tt0247137,tvSeries,Theodore Tugboat,Theodore Tugboat,0.0,1993.0,2000.0,15.0,"Animation,Family",7.3,265.0,0.0,0.7468354430379746,0.125,0.000370384248437,0.3425767732772991,1,0.0,,,0.0,,0,0.7468354430379746,0.0,0.0,0.1493670886075949,0,0.0,,,,0
Astro Farm,53,United Kingdom,1992.0,1996.0,5.0,CITV,Stop Motion,1996.0,4.0,Golden Age (85-96),astro farm,tt0423615,tvSeries,Astro Farm,Astro Farm,0.0,1992.0,1996.0,10.0,"Animation,Comedy,Family",7.5,72.0,0.0,0.7721518987341771,0.125,9.22357661477444e-05,0.3526338184352078,1,0.0,,,0.0,,0,0.7721518987341771,0.0,0.0,0.1544303797468354,0,0.0,,,,0
Caillou,144,Canada,1997.0,2010.0,5.0,Teletoon,"Traditional, Flash",2010.0,13.0,Modern (97-09),caillou,tt0262153,tvSeries,Caillou,Caillou,0.0,1997.0,2018.0,30.0,"Adventure,Animation,Comedy",3.9,4540.0,0.0,0.3164556962025315,0.125,0.0065314451903371,0.1719651397785969,0,0.0,,,0.0,,0,0.3164556962025315,0.0,0.0,0.0632911392405063,0,0.0,,,,0
SciGirls,39,United States,2010.0,,5.0,PBS Kids Go!,Flash,2023.0,13.0,Streaming Era (2010+),scigirls,tt1936714,tvSeries,SciGirls,SciGirls,0.0,2010.0,,30.0,"Adventure,Animation,Family",8.4,61.0,0.0,0.8860759493670886,0.125,7.638274384110084e-05,0.3981994754327957,1,0.0,,,0.0,,0,0.8860759493670886,0.0,0.0,0.1772151898734177,1,0.0,,,,0
Avengers Assemble,126,United States,2013.0,2019.0,5.0,Disney XD,Traditional,2019.0,6.0,Streaming Era (2010+),avengers assemble,tt2455546,tvSeries,Avengers Assemble,Avengers Assemble,0.0,2012.0,2019.0,23.0,"Action,Adventure,Animation",7.0,9332.0,1.0,0.7088607594936708,0.125,0.0134375981806495,0.3306537033426307,1,4.0,4.65,0.0,750.0,True,1,0.7088607594936708,0.015447991761071,0.0,0.1502685473673232,0,0.0,,,,0
Shaun the Sheep,150,United Kingdom,2007.0,,5.0,CBBC,Stop Motion,2023.0,16.0,Modern (97-09),shaun the sheep,tt0983983,tvSeries,Shaun the Sheep,Shaun the Sheep,0.0,2007.0,2025.0,7.0,"Animation,Comedy,Family",8.1,19877.0,0.0,0.8481012658227846,0.125,0.0286348818373364,0.390149226788448,1,4.0,4.55,0.0,250.0,True,1,0.8481012658227846,0.0051493305870236,0.0,0.1724523849874199,1,0.0,,,,0
Molang,313,Coproduction,2015.0,,5.0,"Piwi+, Canal+ Family, TF1",Flash,2023.0,8.0,Streaming Era (2010+),molang,tt6046238,tvSeries,Molang,Molang,0.0,2015.0,,,"Animation,Comedy,Family",8.2,581.0,0.0,0.8607594936708859,0.125,0.0008257983437915,0.3882602470543023,1,0.0,,,0.0,,0,0.8607594936708859,0.0,0.0,0.1721518987341772,1,34.48,5.9,8.0,1 Seasons,1
Looney Tunes Cartoons,62,United States,2020.0,,5.0,HBO Max,Traditional/Flash,2023.0,3.0,Streaming Era (2010+),looney tunes cartoons,tt8543208,tvSeries,Looney Tunes Cartoons,Looney Tunes Cartoons,0.0,2019.0,2024.0,12.0,"Adventure,Animation,Comedy",8.0,2406.0,1.0,0.8354430379746834,0.125,0.0034559588628482,0.3787912049055855,1,0.0,,,0.0,,0,0.8354430379746834,0.0,0.0,0.1670886075949367,1,160.503,7.7,262.0,1 Seasons,1
The Loud House,129,United States,2016.0,,5.0,Nickelodeon,Traditional (season 1—3) Flash/Toon Boom (since season 4),2023.0,7.0,Streaming Era (2010+),the loud house,tt4859164,tvSeries,The Loud House,The Loud House,0.0,2015.0,,22.0,"Action,Adventure,Animation",6.9,10387.0,1.0,0.6962025316455696,0.125,0.0149580471382412,0.3259705244427882,1,0.0,,,0.0,,0,0.6962025316455696,0.0,0.0,0.1392405063291139,0,583.649,7.8,534.0,1 Seasons,1
Big Mouth,51,United States,2017.0,,5.0,Netflix,Traditional,2023.0,6.0,Streaming Era (2010+),big mouth,tt6524350,tvSeries,Big Mouth,Big Mouth,0.0,2017.0,2025.0,30.0,"Animation,Comedy,Romance",7.8,98298.0,0.0,0.8101265822784809,0.125,0.1416539602290906,0.403214122968665,1,5.0,4.08,18.0,400.0,False,1,0.8101265822784809,0.0082389289392378,0.0001557740238161,0.166595670878231,1,0.0,,,,0
Mickey Mouse,94,United States,2013.0,2019.0,5.0,Disney Channel,Flash,2019.0,6.0,Streaming Era (2010+),mickey mouse,tt2768802,tvSeries,Mickey Mouse,Mickey Mouse,0.0,2013.0,2019.0,4.0,"Adventure,Animation,Comedy",8.1,4477.0,0.0,0.8481012658227846,0.125,0.0064406506080354,0.3846006689811227,1,159.0,4.33,68386.0,30250.0,True,1,0.8481012658227846,0.6230690010298661,0.591820132927167,0.660263236962775,1,144.869,7.401,207.0,1 Seasons,1
Daria,65,United States,1997.0,2002.0,5.0,MTV,Traditional,2002.0,5.0,Modern (97-09),daria,tt0118298,tvSeries,Daria,Daria,0.0,1997.0,2002.0,30.0,"Animation,Comedy,Drama",8.1,29163.0,0.0,0.8481012658227846,0.125,0.0420177150318357,0.3934949350870728,1,0.0,,,0.0,,0,0.8481012658227846,0.0,0.0,0.1696202531645569,1,0.0,,,,0
The Ren & Stimpy Show,52,United States,1991.0,1996.0,5.0,Nickelodeon,Traditional,1996.0,5.0,Golden Age (85-96),the ren & stimpy show,tt0101178,tvSeries,The Ren & Stimpy Show,Ren & Stimpy,0.0,1991.0,1996.0,30.0,"Adventure,Animation,Comedy",7.5,26187.0,0.0,0.7721518987341771,0.125,0.0377287519059656,0.3620429474701623,1,0.0,,,0.0,,0,0.7721518987341771,0.0,0.0,0.1544303797468354,0,0.0,,,,0
ALVINNN!!! and the Chipmunks,107,Coproduction,2015.0,,5.0,"M6 (France), Nickelodeon (United States), Nicktoons (United Kingdom)",CGI,2023.0,8.0,Streaming Era (2010+),alvinnn!!! and the chipmunks,tt3496230,tvSeries,Alvinnn!!! And the Chipmunks,Alvinnn!!! And the Chipmunks,0.0,2015.0,2024.0,11.0,"Animation,Comedy,Family",4.7,2056.0,0.0,0.4177215189873418,0.125,0.0029515445167278,0.2115764937241186,0,0.0,,,0.0,,0,0.4177215189873418,0.0,0.0,0.0835443037974683,0,331.754,6.9,41.0,1 Seasons,1
Eek! The Cat,75,Coproduction,1992.0,1997.0,5.0,Fox Kids,Traditional,1997.0,5.0,Golden Age (85-96),eek! the cat,tt0103408,tvSeries,Eek! The Cat,Eek! the Cat,0.0,1992.0,1997.0,30.0,"Adventure,Animation,Comedy",7.2,3574.0,0.0,0.7341772151898733,0.125,0.0051392615950446,0.3387057014747105,1,0.0,,,0.0,,0,0.7341772151898733,0.0,0.0,0.1468354430379746,0,0.0,,,,0
Steven Universe,152,United States,2013.0,2019.0,5.0,Cartoon Network,Traditional,2019.0,6.0,Streaming Era (2010+),steven universe,tt3061046,tvSeries,Steven Universe,Steven Universe,0.0,2013.0,2019.0,11.0,"Action,Adventure,Animation",8.1,45636.0,0.0,0.8481012658227846,0.125,0.0657583365279575,0.3994300904611032,1,0.0,,,0.0,,0,0.8481012658227846,0.0,0.0,0.1696202531645569,1,198.54,8.4,1202.0,1 Seasons,1
